project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
7617 Cayenne Ln,New Single Story Sf Res W/ Attached Garage & CovD Porch. **Smart Housing**   **refer to pmt# 2011-106266**,2006-09-21,1,1,7617 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741944,7617 CAYENNE LANE,NA,Austin,Texas,United States,2
2216 Haskell St,New One Story Res W/Att Covered Porch ( 2 Bathrooms 5/8 Meter) ( S.M.A.R.T Housing Project) (Demolition#06019699),2006-10-02,1,1,2216 HASKELL ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737181,2216 HASKELL STREET,NA,Austin,Texas,United States,2
10906 SPICEWOOD PKWY,New 2 Story Sf Res. Covd Patio.,2006-09-22,1,2,10906 SPICEWOOD PKWY,78750,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740138,10906 SPICEWOOD PKWY,NA,Austin,Texas,United States,2
5708 Colinton Ave,New One Story Sf Res W/Attached Garage W/Covd Patio & Porch,2006-10-20,1,1,5708 COLINTON AVE,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=745837,5708 COLINTON AVE,NA,Austin,Texas,United States,2
1604 CORIANDER DR,New Two Story Sf Res W/ Attached Garage CovD Patio & CovD Porch. **Smart Housing**,2006-10-09,1,2,1604 CORIANDER DR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737512,1604 CORIANDER DRIVE,NA,Austin,Texas,United States,2
11708 Cherisse Dr,New 2sty Sf Residence W/Att Garage/Bldg. Waived Not Trades***Stratus Bldg. Fee Waived Not Trades**,2006-09-07,1,NA,11708 CHERISSE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734834,11708 CHERISSE DRIVE,NA,Austin,Texas,United States,2
1617 W 12TH ST,New Two Story Duplex W/Att Breezeway & Storage Area & Balconies & 1st Fl Carport & 2nd Fl Living Area Sleeping Area & Bathroom  ( Unit A & B) ( 3 Bedrooms)  (3 Bathrooms 5/8 Meter) (Relocation#06018631 ),2006-08-21,NA,2,1617 W 12TH ST,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735902,1617 WEST 12TH STREET,NA,Austin,Texas,United States,2
11801 Buzz Schneider Ln,New Single Story Sf Res W/ Attached Garage & CovD Porch,2006-09-15,1,1,11801 BUZZ SCHNEIDER LN,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736235,11801 BUZZ SCHNEIDER LANE,NA,Austin,Texas,United States,2
6106 Richardson Ln,New One-Story Sf Residence W/Attached Carport Covered Porch.,2006-08-23,1,1,6106 RICHARDSON LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736090,6106 RICHARDSON LANE,NA,Austin,Texas,United States,2
7509 Cayenne Ln,New One Story Sf Res With Attached Garage Covered Patio Covered Porch  Smart Housing,2006-09-13,1,1,7509 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736034,7509 CAYENNE LANE,NA,Austin,Texas,United States,2
2007 WRIGHT ST,New 2sty Duplex W/Attached Garages & CovD Porches,2006-08-24,2,0,2007 WRIGHT ST,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=729034,2007 WRIGHT STREET,NA,Austin,Texas,United States,2
1500 Milagro Dr,New Two Story Sf Res W/ Attached Garage CovD Patio CovD Porch & Balcony,2006-08-22,1,2,1500 MILAGRO DR,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736007,1500 MILAGRO DRIVE,NA,Austin,Texas,United States,2
1225 Anise Dr,New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch. *S.M.A.R.T Housing*,2006-09-08,1,2,1225 ANISE DR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735116,1225 ANISE DRIVE,NA,Austin,Texas,United States,2
2009 WRIGHT ST,New 2sty Duplex W/Attached Garages & CovD Porches,2006-08-24,2,0,2009 WRIGHT ST,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738127,2009 WRIGHT STREET,NA,Austin,Texas,United States,2
909 W Elizabeth St,Demolish & Rebuild New Two Story Residence W/Detached Garage Wood Deck (Demolition #: 06019402 Hdp-06-0459),2006-08-29,1,2,909 W ELIZABETH ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735284,909 WEST ELIZABETH STREET,NA,Austin,Texas,United States,2
7508 CAYENNE LN,New Two Story Sf Res With Attached Garage Covered Patio Covered Porch    Smart Housing,2006-09-11,1,2,7508 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755252,7508 CAYENNE LANE,NA,Austin,Texas,United States,2
7501 JABORANDI DR,"New Two Story Sf Res W/ Attached Garage & CovD Porch
**Stratus Bank**Bldg Fee Only Waived**Not Trades**",2006-09-20,1,2,7501 JABORANDI DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741690,7501 JABORANDI DRIVE,NA,Austin,Texas,United States,2
9208 Laguna Woods Dr,New 2 Story Sf Res. Att Garage Covd Patio Covd Porch.,2006-09-18,1,2,9208 LAGUNA WOODS DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736702,9208 LAGUNA WOODS DRIVE,NA,Austin,Texas,United States,2
507 Beaver St Unit B,Detached Accessory Dwelling (Ldc-25-2-893-E) To Existing Sf Residence,2006-08-24,1,NA,507 BEAVER ST UNIT B,78753,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=763376,507 BEAVER STREET UNIT B,NA,Austin,Texas,United States,2
11000 ANDERSON MILL RD BLDG W2 UNIT 97,New 2 Sty Condo W.Att Garage Cvd Porch-Patio,2006-08-29,1,2,11000 ANDERSON MILL RD BLDG W2 UNIT 97,78750,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735124,11000 ANDERSON MILL ROAD BLDG W2 UNIT 97,NA,Austin,Texas,United States,2
7408 Wisteria Valley Dr,New 2 Story Residence W/Attached Garage Covered Patio Coverd Porch. ** Stratus Credit Bank Bldg. Waived Not Trades **,2006-08-18,1,2,7408 WISTERIA VALLEY DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738719,7408 WISTERIA VALLEY DRIVE,NA,Austin,Texas,United States,2
318 Le Grande Ave,Withdrawn Per Applicant 12-13-06.,2006-08-24,1,3,318 LE GRANDE AVE,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=730296,318 LE GRANDE AVE,NA,Austin,Texas,United States,2
503 Swanee Dr,New Two Story Duplex With On Site Parking Only CovRd Porches & Open Wood Decks,2006-09-20,1,2,503 SWANEE DR,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738566,503 SWANEE DRIVE,NA,Austin,Texas,United States,2
7117 Cromarty Cv,New 1 Story Sf Res. Att Garage Covd Porch.,2006-08-29,1,1,7117 CROMARTY CV,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735029,7117 CROMARTY CV,NA,Austin,Texas,United States,2
4704 REYES ST,New (3) bedroom (2.5) bath single familty residence.,2013-07-10,1,2,4704 REYES ST,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10978192,4704 REYES STREET,NA,Austin,Texas,United States,2
1810 Bitter Creek Dr,New Mh Residence,2006-08-23,1,1,1810 BITTER CREEK DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736088,1810 BITTER CREEK DRIVE,NA,Austin,Texas,United States,2
7401 Cayenne Ln,New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.  *S.M.A.R.T Housing*,2006-09-18,1,1,7401 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736620,7401 CAYENNE LANE,NA,Austin,Texas,United States,2
7421 Cayenne Ln,New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.  *S.M.A.R.T Housing*,2006-09-18,1,2,7421 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736619,7421 CAYENNE LANE,NA,Austin,Texas,United States,2
8020 Journeyville Dr,Withdrawn Per Builder/Alex Dadidakis Plantation Homes (Duplicate Application) New One Story Sf Res W/Attached Garage W/Covd Porch,2006-09-18,1,1,8020 JOURNEYVILLE DR,78735,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737198,8020 JOURNEYVILLE DRIVE,NA,Austin,Texas,United States,2
1903 W 36TH ST,New Two Story Sf Res With Attached Garage CovRd Porch & Balcony,2006-09-11,1,2,1903 W 36TH ST,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735173,1903 WEST 36TH STREET,NA,Austin,Texas,United States,2
5621 Brougham Way,New 1 Story Sf Res. Att Garage Covd Patio Covd Porch.,2006-09-14,1,1,5621 BROUGHAM WAY,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736231,5621 BROUGHAM WAY,NA,Austin,Texas,United States,2
12412 Tay Ter,New 1 Story Sf Res. Att Garage Covd Porch Covd Patio.,2006-08-25,1,1,12412 TAY TER,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736675,12412 TAY TER,NA,Austin,Texas,United States,2
8713 Fenton Dr,New Two-Story Sf Res W/Attached Garage Covered Porch.  Sidewalk And Driveway Are ReqD,2006-08-28,1,2,8713 FENTON DR,78736,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740259,8713 FENTON DRIVE,NA,Austin,Texas,United States,2
2210 East Side Dr,VOID-permit expired applicant resubmitted new building permit refer to PR 08-019365 PR per MHH 5/14/08.  New 2 Story Sf Res Wd Decks CovD Patios & Porches & Storage Units.,2006-09-18,1,2,2210 EAST SIDE DR,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734169,2210 EAST SIDE DRIVE,NA,Austin,Texas,United States,2
5713 Clyde Ln,New 2 Story Sf Res. Att Garage Covd Patio Covd Porch.,2006-08-21,1,2,5713 CLYDE LN,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734247,5713 CLYDE LANE,NA,Austin,Texas,United States,2
9913 Morgan Creek Dr,New Two-Story Sf Res W/Attached Garage Covered Patios And Porches.,2006-09-18,1,2,9913 MORGAN CREEK DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737184,9913 MORGAN CREEK DRIVE,NA,Austin,Texas,United States,2
1228 Anise Dr,New One Story Sf Res With Attached Garage Covered Patio Covered Porch   Smart Housing,2006-09-13,1,1,1228 ANISE DR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736027,1228 ANISE DRIVE,NA,Austin,Texas,United States,2
7508 Wisteria Valley Dr,New 2 Story Residence W/Attached Garage Covered Patio Covered Porch. ** Stratus Credit Bank Bldg. Waived Not Trades **,2006-08-18,1,2,7508 WISTERIA VALLEY DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755231,7508 WISTERIA VALLEY DRIVE,NA,Austin,Texas,United States,2
5301 Sendero Hills Pkwy,New 1 Story Sf Res. Att Carport Covd Patio. **Smart Housing**,2006-09-06,1,1,5301 SENDERO HILLS PKWY,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755257,5301 SENDERO HILLS PKWY,NA,Austin,Texas,United States,2
15605 Interlachen Dr,New Two-Story Sf Res W/Attached Garage Covered Porch. Dw And Sw ReqD.,2006-08-31,1,2,15605 INTERLACHEN DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735383,15605 INTERLACHEN DRIVE,NA,Austin,Texas,United States,2
5920 Bold Ruler Way,New Two Story Sf Res W/ Attached Garage Breezeway CovD Patio CovD Porch & Balcony,2006-09-12,1,2,5920 BOLD RULER WAY,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735565,5920 BOLD RULER WAY,NA,Austin,Texas,United States,2
3408 Caladium Cir,New 2 Story Sf Res. Att Garage Covd Patio.,2006-08-30,1,2,3408 CALADIUM CIR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735617,3408 CALADIUM CIR,NA,Austin,Texas,United States,2
7904 Levata Dr,New 2 Story Sf Res. Att Garage Covd Patio Covd Porch. **Bldg Fee Only Waived**,2006-09-05,1,2,7904 LEVATA DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735714,7904 LEVATA DRIVE,NA,Austin,Texas,United States,2
5636 Brougham Way,New 1 Story Sf Res. Att Garage Covd Proch Covd Patio.,2006-08-21,1,1,5636 BROUGHAM WAY,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735976,5636 BROUGHAM WAY,NA,Austin,Texas,United States,2
5616 Brougham Way,New 1 Story Sf Res. Att Garage Covd Porch Covd Patio.,2006-08-25,1,1,5616 BROUGHAM WAY,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735605,5616 BROUGHAM WAY,NA,Austin,Texas,United States,2
12317 Aralia Ridge Dr,New 2 Story Sf Res. Att Garage Covd Patio Covd Porch. **Stratus Bank** Only Bldg Waived Not Trades**,2006-09-14,1,2,12317 ARALIA RIDGE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736135,12317 ARALIA RIDGE DRIVE,NA,Austin,Texas,United States,2
7521 Cayenne Ln,New Two Story Sf Res With Attached Garage Covered Patio Covered Porch  Smart Housing,2006-09-11,1,1,7521 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736028,7521 CAYENNE LANE,NA,Austin,Texas,United States,2
300 Camperdown Elm Dr,New 1 Story Sf Res. Att Garage Covd Porch.,2006-08-29,1,1,300 CAMPERDOWN ELM DR,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755970,300 CAMPERDOWN ELM DRIVE,NA,Austin,Texas,United States,2
8928 IPSWICH BAY DR,New 2 Story Sf Res. Att Garage Covd Porch.  **Smart Housing**,2006-08-25,1,2,8928 IPSWICH BAY DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736354,8928 IPSWICH BAY DRIVE,NA,Austin,Texas,United States,2
7529 Cayenne Ln,New 1 Story S.F. Residence W/Attached Garage  CovD Porch & UncovD Patio.  *S.M.A.R.T Housing*,2006-09-18,1,1,7529 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736441,7529 CAYENNE LANE,NA,Austin,Texas,United States,2
8629 Toro Creek Cv,New Two Story Sf Reswith Basement  W/Attach Garage Wood Decks CovRd Porch Balconies And Storage In Basement,2006-09-08,1,3,8629 TORO CREEK CV,78759,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735275,8629 TORO CREEK CV,NA,Austin,Texas,United States,2
1209 Anise Dr,New 1 Story S.F. Residence W/Attached Garage & CovD Porch. *S.M.A.R.T Housing*,2006-09-13,1,1,1209 ANISE DR,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755892,1209 ANISE DRIVE,NA,Austin,Texas,United States,2
1007 1/2 E 16TH ST,New 3 Story Sf Res W/Uncovd Patio,2006-08-28,1,3,1007 1/2 E 16TH ST,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732766,1007 1/2 EAST 16TH STREET,NA,Austin,Texas,United States,2
5441 Agatha Cir,New One-Story Sf Res W/Attached Carport. **Smart Housing**.,2006-09-19,1,1,5441 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736741,5441 AGATHA CIR,NA,Austin,Texas,United States,2
6825 Via Correto Dr,New 2 Story Sf Res. Att Garage Covd Porch.,2006-09-05,1,2,6825 VIA CORRETO DR,78749,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735705,6825 VIA CORRETO DRIVE,NA,Austin,Texas,United States,2
7533 Cayenne Ln,New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.  *S.M.A.R.T Housing*,2006-09-18,1,1,7533 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736626,7533 CAYENNE LANE,NA,Austin,Texas,United States,2
12004 Pepperidge Dr,New 2 Story Sf Res. Att Garage Covd Porch. **Bldg Fee Only Waived**. Duplicate Permit Withdrawn Per Applicant. Mhh 12/1/06.,2006-09-05,1,2,12004 PEPPERIDGE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737420,12004 PEPPERIDGE DRIVE,NA,Austin,Texas,United States,2
6001 Perlita Dr,New Two Story W/ CovD Pation & CovD Porch **Smart Housing**,2006-08-24,1,2,6001 PERLITA DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=750289,6001 PERLITA DRIVE,NA,Austin,Texas,United States,2
5237 Sendero Hills Pkwy,New 3 Story Sf Res. Att Carport Wood Deck Breezeway Covd Porch Roof Terrace. **Smart Housing**,2006-08-29,1,3,5237 SENDERO HILLS PKWY,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735218,5237 SENDERO HILLS PKWY,NA,Austin,Texas,United States,2
10612 Camillia Blossom Ln,*Cancel Permit New 2 Story Sf Res. Att Garagecovd Patio Covd Porch.,2006-08-30,1,2,10612 CAMILLIA BLOSSOM LN,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735626,10612 CAMILLIA BLOSSOM LANE,NA,Austin,Texas,United States,2
1109 Clermont Ave Unit B,"Voided - never bulit per recent survey dated 10/03/14 PY.
Detached 1sty Garage And 2nd Stry Apt To Existing Sf Residence Ldc-25-2-1463(Secondary Apt)",2006-09-14,2,2,1109 CLERMONT AVE UNIT B,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737080,1109 CLERMONT AVE UNIT B,NA,Austin,Texas,United States,2
1036 LIBERTY PARK DR BLDG 45,New Two-Story Sf Res W/Attached Garage Covered Porches And Patios.,2006-09-18,1,2,1036 LIBERTY PARK DR BLDG 45,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736737,1036 LIBERTY PARK DRIVE BLDG 45,NA,Austin,Texas,United States,2
7525 Cayenne Ln,New 2 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch.  *S.M.A.R.T Housing*,2006-09-18,1,2,7525 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738822,7525 CAYENNE LANE,NA,Austin,Texas,United States,2
5425 Agatha Cir,New One-Story Sf Res W/Attached Carport. **Smart Housing**,2006-09-19,1,1,5425 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736744,5425 AGATHA CIR,NA,Austin,Texas,United States,2
13306 Montview Dr,New Two Story Res W/Att Garage Covered Porch ( 2 & 1/2 Bathrooms 5/8 Meter),2006-08-29,1,2,13306 MONTVIEW DR,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735295,13306 MONTVIEW DRIVE,NA,Austin,Texas,United States,2
1605 Nash Ave,New 2-Sty Sf Res W/Att Garage W/ Covd Porch Covd Balcony & Uncovd Wood Deck,2006-08-29,1,2,1605 NASH AVE,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733651,1605 NASH AVE,NA,Austin,Texas,United States,2
9721 Spanish Wells Dr,New 2 Story Sf Res. Att Garage Covd Patio Covd Porch.,2006-08-31,1,2,9721 SPANISH WELLS DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735671,9721 SPANISH WELLS DRIVE,NA,Austin,Texas,United States,2
5429 RAYBURN LN,New One Story Res W/Att Garage Covered Patio & Porch (2  Bathrooms 5/8 Meter) (S.M.A.R.T Housing),2006-08-22,1,1,5429 RAYBURN LN,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734382,5429 RAYBURN LANE,NA,Austin,Texas,United States,2
7413 Black Mountain Dr,New Two-Story Sf Res W/Attached Garage W/Covd Porch.  Sidewalk And Driveway Are ReqD.,2006-08-17,1,2,7413 BLACK MOUNTAIN DR,78736,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733940,7413 BLACK MOUNTAIN DRIVE,NA,Austin,Texas,United States,2
15301 INTERLACHEN DR,New Two-Story Sf Res W/Attached Garage Covered Porches And Patios. Dw And Sw ReqD.,2006-08-31,1,2,15301 INTERLACHEN DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736367,15301 INTERLACHEN DRIVE,NA,Austin,Texas,United States,2
1036 LIBERTY PARK DR BLDG 44,New 2 Story Sf Res. Att Garage Covd Patio Covd Porch.,2006-09-18,1,2,1036 LIBERTY PARK DR BLDG 44,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736637,1036 LIBERTY PARK DRIVE BLDG 44,NA,Austin,Texas,United States,2
7425 Jaborandi Dr,**Cancel Bldg Perm**New 2 Story Sf Res. Att Garage Covd Patio Covd Porch**Stratus Bank Bldg. Waived Not Trades***,2006-09-07,1,2,7425 JABORANDI DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736701,7425 JABORANDI DRIVE,NA,Austin,Texas,United States,2
7420 Jaborandi Dr,New 2-Story Single Family Home W/ Attached Garage & CovD Porch/Stratus Bank Bldg. Fee Waived Not Trades****Greenbelt/Critical Environmental Feature must be restored and fees paid prior to CO - AW.,2006-09-05,1,2,7420 JABORANDI DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737481,7420 JABORANDI DRIVE,NA,Austin,Texas,United States,2
7312 E BEN WHITE BLVD WB UNIT 9,New Two Story Condo W/Attached Porch rear deck And Garage; **Smart Housing**,2006-08-07,1,2,7312 E BEN WHITE BLVD SVRD WB UNIT 9,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=763102,7312 EAST BEN WHITE BOULEVARD SVRD WB UNIT 9,NA,Austin,Texas,United States,2
503 Radam Ln,Detached Accessory Dwelling (Ldc-25-2-893 (E) To The Existing Sf Residence,2006-08-10,1,2,503 RADAM LN,78745,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735637,503 RADAM LANE,NA,Austin,Texas,United States,2
7309 Annette Cv,Three Story Sf Res W. Wood Decks & Roof Terrace. **Smart Housing**,2006-08-09,1,2,7309 ANNETTE CV,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734852,7309 ANNETTE CV,NA,Austin,Texas,United States,2
7312 E BEN WHITE BLVD WB UNIT 13,New Two Story Condo  W/Att Garage & Covered Porch ( 2 Bathrooms 5/8 Meter) (S.M.A.R.T Housing),2006-08-07,1,2,7312 E BEN WHITE BLVD SVRD WB UNIT 13,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734341,7312 EAST BEN WHITE BOULEVARD SVRD WB UNIT 13,NA,Austin,Texas,United States,2
7528 Cayenne Ln,New 1 Story Residence W/Attached Garage Covered Patio & Covered Porch. -S.M.A.R.T Housing,2006-07-24,1,1,7528 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734110,7528 CAYENNE LANE,NA,Austin,Texas,United States,2
501 North Bluff Dr,New Two Story Res W/Att Garage & Wood Deck & Walkway  ( 2 Bathrooms 5/8 Meter) ( Demolition#0002095),2006-07-31,NA,2,501 NORTH BLUFF DR,78745,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740560,501 NORTH BLUFF DRIVE,NA,Austin,Texas,United States,2
11416 Flushwing Dr,New Two Story Sf Res With Attached Garage CovRd Porch And CovRd Patio,2006-08-16,1,2,11416 FLUSHWING DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734971,11416 FLUSHWING DRIVE,NA,Austin,Texas,United States,2
7320 Annette Cv,New Two Story Sf Res W/Wood Deck **Smart Housing**,2006-08-09,1,3,7320 ANNETTE CV,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734855,7320 ANNETTE CV,NA,Austin,Texas,United States,2
7312 E BEN WHITE BLVD WB UNIT 10,New Two Story Condo W/Attached Patio And Garage; **Smart Housing **     **refer to pmt # 2010-017305**,2006-08-07,1,2,7312 E BEN WHITE BLVD SVRD WB UNIT 10,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734343,7312 EAST BEN WHITE BOULEVARD SVRD WB UNIT 10,NA,Austin,Texas,United States,2
7312 E BEN WHITE BLVD WB UNIT 12,New Two Story Condo W/Att Garage & Porch ( 2 Bathrooms 5/8 Meter) ( S.M.A.R.T Housing),2006-08-07,1,2,7312 E BEN WHITE BLVD SVRD WB UNIT 12,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734340,7312 EAST BEN WHITE BOULEVARD SVRD WB UNIT 12,NA,Austin,Texas,United States,2
7304 Annette Cv,New Two Story Sf Res W/Attached Carport &Wood Deck **Smart Housing**,2006-08-09,1,2,7304 ANNETTE CV,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734854,7304 ANNETTE CV,NA,Austin,Texas,United States,2
